Ticker , Date,open,close, Volume, High, Low, PercentageChange
, 2021-12-08,,,53019926,146.69,137.8,4.863598788
, 2021-12-09,,,42224275,141.365,135.82,1.939273834
, 2021-12-12,,,42173963,139.4,133.415,3.21880651
, 2021-12-13,,,50754642,137.24,130.6,2.984734564
, 2021-12-14,,,72425783,146.69,133.81,8.430168011
, 2021-12-15,,,63369550,147.93,137.02,5.68707483
, 2021-12-16,,,55692280,142.04,136.11,1.063829787
, 2021-12-19,,,38195396,138.26,133.52,0.12502758
, 2021-12-20,,,57762443,144.5,135.15,4.389043673
, 2021-12-21,,,46923682,144.5,140.27,0.862250263
, 2021-12-22,,,48653789,149.018,143.85,1.563694489
, 2021-12-26,,,53296375,154.89,147.25,4.643752966
, 2021-12-27,,,58699069,156.73,151.38,1.75134719
, 2021-12-28,,,51300205,154.3399,147.29,2.983902631
, 2021-12-29,,,44356997,148.85,144.85,1.553174173
, 2021-12-30,,,49448144,148.61,143.55,1.546250684
, 2022-01-02,,,59477667,151.65,145.02,3.517414821
, 2022-01-03,,,80200455,152.42,140.7,4.363949407
, 2022-01-04,,,65403174,143.76,135.29,4.666876729
, 2022-01-05,,,64802937,138,131.77,0.029370732
, 2022-01-06,,,58441104,137.44,131.13,3.140592897
, 2022-01-09,,,84615836,132.42,125.03,2.262163
, 2022-01-10,,,77153906,138.99,131.59,2.89246909
, 2022-01-11,,,69669598,140.57,135.77,0.804560378
, 2022-01-12,,,76618059,141.25,131.81,4.804934022
, 2022-01-13,,,71078438,137,131.43,3.948967193
, 2022-01-17,,,56589456,136.3893,131.59,1.910780669
, 2022-01-18,,,68751849,134.57,128.02,3.95357544
, 2022-01-19,,,91157293,128.51,121.41,3.292605522
, 2022-01-20,,,95685268,125.02,118.39,1.107041785
, 2022-01-23,,,115401016,116.77,107.5,0.979202773
, 2022-01-24,,,85002907,114.82,109.86,2.602979842
, 2022-01-25,,,94302613,117.16,108.63,3.352247927
, 2022-01-26,,,125954124,112.75,101.94,8.360128617
, 2022-01-27,,,98732221,105.4,99.35,3.633677991
, 2022-01-30,,,97205994,114.31,106.9,5.855647179
, 2022-01-31,,,122467874,117.26,112.73,0.025695931
, 2022-02-01,,,180064993,130.06,120.64,5.489260143
, 2022-02-02,,,103585547,125.37,118.816,0.199468085
, 2022-02-03,,,86207008,124.96,118.58,2.708991192
, 2022-02-06,,,81672504,127.63,122.785,0.089025575
, 2022-02-07,,,84902753,128.705,122.05,4.780192842
, 2022-02-08,,,92948862,132.96,127.65,2.507716049
, 2022-02-09,,,108939859,131.7589,124.61,2.382800373
, 2022-02-10,,,164708241,127.1699,111.81,10.2742984
, 2022-02-13,,,135125910,118.37,113.46,1.07350013
, 2022-02-14,,,144139671,121.88,114.36,3.652188753
, 2022-02-15,,,119107831,119.54,114.22,1.142377152
, 2022-02-16,,,98179641,116.98,112.26,3.345948736
, 2022-02-17,,,114300071,115.635,109.89,0.061457419
, 2022-02-21,,,141648454,119.2,113.61,0.329660796
, 2022-02-22,,,120299433,118.65,109.04,6.507666099
, 2022-02-23,,,142956572,116.96,104.26,11.52448355
, 2022-02-24,,,127820983,121.23,116.0421,3.328781154
, 2022-02-27,,,124666142,124.61,119.2,2.518493891
, 2022-02-28,,,126552244,122.43,112.8,6.948418213
, 2022-03-01,,,118054509,119.48,113.31,2.433532519
, 2022-03-02,,,123853721,118.26,111.05,5.206128841
, 2022-03-03,,,100671339,113,106.81,3.205357143
, 2022-03-06,,,92599972,109.53,102.82,5.141435548
, 2020-03-08,,,5291910,322.44,305.33,1.889758727
, 2020-03-09,,,5973672,332.94,309.31,4.200890338
, 2020-03-10,,,4868076,326.357,309,2.80278737
, 2020-03-11,,,7230152,310.13,283.0001,1.86288351
, 2020-03-12,,,8935220,336,298.0001,7.229608796
, 2020-03-15,,,7140139,307.11,283.25,0.806572991
, 2020-03-16,,,6189140,312.95,278.35,7.07760989
, 2020-03-17,,,7293306,296.87,255.1314,1.589655172
, 2020-03-18,,,6023835,318.705,281.1,5.394660178
, 2020-03-19,,,7461753,324.8,293.77,5.618049342
, 2020-03-22,,,6016822,312.49,287.78,3.572993562
, 2020-03-23,,,6592213,326.99,301.59,4.012880852
, 2020-03-24,,,4830363,317.65,298.13,0.678571429
, 2020-03-25,,,4534399,324.43,305.69,5.451158535
, 2020-03-26,,,4862124,314.2872,300.63,1.883221046
, 2020-03-29,,,4340463,322.97,308.01,3.075528505
, 2020-03-30,,,6414549,326.3344,312.68,0.578363516
, 2020-03-31,,,3902957,309.6105,298.32,1.885993485
, 2020-04-01,,,3590071,306.5,293.18,2.082213864
, 2020-04-02,,,3934718,303.47,289.71,2.797457459
, 2020-04-05,,,5145092,320.51,299.955,4.100339248
, 2020-04-06,,,5422270,328.32,306.3,5.644299197
, 2020-04-07,,,4002545,317.72,308.2,1.051357207
, 2020-04-08,,,3300177,320.78,310.79,0.015691197
, 2020-04-12,,,1838954,320.9,313.75,1.49078939
, 2020-04-13,,,3858854,342.095,328.47,3.648447243
, 2020-04-14,,,2818631,339.2242,329.645,0.831991412
, 2020-04-15,,,3918632,345.515,336.035,0.880162492
, 2020-04-16,,,3342418,350.38,340.5,1.708412955
, 2020-04-19,,,2771970,348.5,338.75,1.200152587
, 2020-04-20,,,3548202,342.763,325.21,3.493693165
, 2020-04-21,,,2231819,339.38,332.8006,0.189680211
, 2020-04-22,,,2120251,341.75,334.8,1.041605193
, 2020-04-23,,,2146162,344.7,333.5011,1.804733728
, 2020-04-26,,,2375636,349.96,345.12,0.086009174
, 2020-04-27,,,3895571,353.45,332.57,5.562321221
, 2020-04-28,,,5006415,351.25,335.44,2.83921892
, 2020-04-29,,,3902173,356.23,346.55,1.617769604
, 2020-04-30,,,2578615,350.3099,340.26,0.979149868
, 2020-05-03,,,2372392,350.596,340,2.456418384
, 2020-05-04,,,2377555,359.7,352.39,0.778199106
, 2020-05-05,,,2319702,366.79,357.1301,1.285203397
, 2020-05-06,,,2466063,369.5,365.501,0.553115341
, 2020-05-07,,,2548366,371.0999,365.41,0.672972973
, 2020-05-10,,,2266282,373.63,364.5,1.525256943
, 2020-05-11,,,2071782,372.72,364.55,1.712162817
, 2020-05-12,,,3365501,367.43,352.71,2.153090463
, 2020-05-13,,,2752031,357,348.01,0.392655367
, 2020-05-14,,,2626904,365.48,351.53,3.905338908
, 2020-05-17,,,2352319,375.49,367.21,0.974191986
, 2020-05-18,,,2753685,376,368.89,0.627230453
, 2020-05-19,,,2824862,384.4,377.06,1.701969725
, 2020-05-20,,,2261384,385.12,380.6,0.044502618
, 2020-05-21,,,1688159,386.52,380.95,1.014709353
, 2020-05-25,,,3525983,391.27,374.8103,3.675191816
, 2020-05-26,,,3553278,375.7,361.44,0.517093559
, 2020-05-27,,,2904430,386.9,372.5,1.967785235
, 2020-05-28,,,5937467,389.05,377.075,1.04019654
, 2020-05-31,,,2035186,389.99,382.895,0.671695773
, 2020-06-01,,,2509555,390.91,382.03,0.133360689
, 2020-06-02,,,2537092,391.14,387.46,0.230285042
, 2020-06-03,,,2422986,395.7201,382.28,0.949935815
, 2020-06-04,,,2793977,396.17,382,2.147462562
, 2020-06-07,,,2592963,398.1,385.84,1.734015345
, 2020-06-08,,,2279327,402.31,394.15,0.032743118
, 2020-06-09,,,3611527,409.98,399.49,1.809354588
, 2020-06-10,,,4123651,404.2,387.37,3.0825
, 2020-06-11,,,8332571,411.72,395.41,0.674322013
, 2020-06-14,,,3783968,406.11,397,0.636910732
, 2020-06-15,,,3766685,414.68,405.475,0.941568791
, 2020-06-16,,,2112320,417.46,411.36,0.123188406
, 2020-06-17,,,2558409,420.84,413,1.683192261
, 2020-06-18,,,3931569,429.27,419.65,1.002926185
, 2020-06-21,,,3156280,438.95,428.54,2.256620664
, 2020-06-22,,,3065927,446.15,436.01,0.109073556
, 2020-06-23,,,3329423,442.67,427.47,1.890909091
, 2020-06-24,,,2275241,437.99,427.5801,1.613915955
, 2020-06-25,,,3829731,438.18,424.7129,2.082568807
, 2020-06-28,,,2623877,428.48,416.032,0.681323312
, 2020-06-29,,,2945149,436.91,423.86,2.022593044
, 2020-06-30,,,2581983,442.045,433.621,1.15225391
, 2020-07-01,,,2502970,448.16,441.36,0.460674157
, 2020-07-05,,,2761224,455.53,444.69,1.024553571
, 2020-07-06,,,2684565,459.44,448.72,0.713670209
, 2020-07-07,,,1999227,458.2424,452,0.863892807
, 2020-07-08,,,2269815,463.8,451.88,0.086873425
, 2020-07-09,,,3676513,467.21,455.48,1.165288718
, 2020-07-12,,,3480659,470.61,440.64,5.811354493
, 2020-07-13,,,5666706,437.21,416.29,0.449809519
, 2020-07-14,,,2566648,439.63,428.7341,0.436871997
, 2020-07-15,,,2678060,430.59,418.505,0.499498168
, 2020-07-16,,,2568205,433.5,423.7,1.004391292
, 2020-07-19,,,3512508,456.89,433,4.886421232
, 2020-07-20,,,2027852,456.9899,441.75,2.585129476
, 2020-07-21,,,1400685,449.3712,441.76,0.558596805
, 2020-07-22,,,2313874,448.81,430.3001,2.988495416
, 2020-07-23,,,1901029,435,423.4406,1.249411765
, 2020-07-26,,,1621933,438.36,431.01,1.234453528
, 2020-07-27,,,1463467,438.26,431.33,1.046173569
, 2020-07-28,,,1489294,440.48,435.04,0.261972608
, 2020-07-29,,,1448955,440.5,426.81,2.069863715
, 2020-07-30,,,2035254,444.4385,434.8,0.529435721
, 2020-08-02,,,2076479,450.74,442.28,0.415703361
, 2020-08-03,,,2622566,449.0799,440.7,0.298933655
, 2020-08-04,,,2353535,454.035,446.345,0.093522457
, 2020-08-05,,,2362002,464.37,449.13,2.827074333
, 2020-08-06,,,3289685,461.79,445.09,2.451884479
, 2020-08-09,,,1837078,451.125,436.5,1.572040766
, 2020-08-10,,,1900223,444.48,431.59,1.142506701
, 2020-08-11,,,2224424,447.9299,437.37,1.826828543
, 2020-08-12,,,2003199,455.9,446.07,0.885511243
, 2020-08-13,,,1111145,452.814,444.4262,0.839628702
, 2020-08-16,,,1555942,456.1,449.2,0.351111111
, 2020-08-17,,,2097690,464.5,452.84,1.917368456
, 2020-08-18,,,2439150,468.11,457.5871,0.49107239
, 2020-08-19,,,2484983,479.8,458.8868,3.794008547
, 2020-08-20,,,2645579,477.28,470.34,0.811167704
, 2020-08-23,,,1840607,480.02,469.52,0.384824528
, 2020-08-24,,,3967365,484.65,474.425,1.627960644
, 2020-08-25,,,7430346,533.6979,492.23,6.346714961
, 2020-08-26,,,3630529,523.3238,504.46,1.674341535
, 2020-08-27,,,1926261,518.797,510.94,0.802217321
, 2020-08-30,,,2346705,516.73,507.77,0.091464601
, 2020-08-31,,,2422061,528.536,514.48,2.514563107
, 2020-09-01,,,2508538,536.88,521.41,0.456876457
, 2020-09-02,,,5837638,527.63,493.42,3.466499377
, 2020-09-03,,,3900326,511.35,471.71,2.518577232
, 2020-09-07,,,4501294,481.48,461.18,2.069233257
, 2020-09-08,,,3312148,483.49,462.48,1.172175858
, 2020-09-09,,,4248135,501.85,473.5001,3.031660389
, 2020-09-10,,,4414226,489.41,464.48,3.229448961
, 2020-09-13,,,4463826,490.44,476.87,0.189694633
, 2020-09-14,,,5682447,499.6899,491.49,0.795965488
, 2020-09-15,,,8472420,505.5,475.5,5.835806133
, 2020-09-16,,,4560776,475.17,460.5,2.12250308
, 2020-09-17,,,7182302,478.34,452.52,2.06223358
, 2020-09-20,,,3913745,475.86,456.725,3.33036432
, 2020-09-21,,,2629133,487.2,469.56,1.55849033
, 2020-09-22,,,2671337,488,468.2301,3.386871508
, 2020-09-23,,,2838781,471.425,460.27,0.158481999
, 2020-09-24,,,2541114,481.58,466.01,2.248364342
, 2020-09-27,,,2844778,489.39,481.18,0.110662541
, 2020-09-28,,,2043887,493.45,484.17,0.124505041
, 2020-09-29,,,3508159,497.24,486.22,0.471185955
, 2020-09-30,,,2264603,501.5,495.76,0.419118292
, 2020-10-01,,,2780946,496.78,478.64,1.844300088
, 2020-10-04,,,1984130,486.69,478.99,0.66632178
, 2020-10-05,,,2041545,491.51,477.5,1.241237113
, 2020-10-06,,,2025769,493.98,483.39,1.816867967
, 2020-10-07,,,1590732,499.489,487.56,1.645125739
, 2020-10-08,,,1851780,502.17,491.176,2.112776298
, 2020-10-11,,,3149650,516,499.54,0.517451698
, 2020-10-12,,,2438132,519.6,511.9001,0.413908901
, 2020-10-13,,,2033159,516.95,501.6,1.561224093
, 2020-10-14,,,2043107,502.5,491.85,0.378560269
, 2020-10-15,,,2441382,510.34,500.7,0.234126984
, 2020-10-18,,,1931403,507.75,493.195,2.471688823
, 2020-10-19,,,1454449,500.165,491.91,0.135285209
, 2020-10-20,,,1369735,499.81,490.57,0.794634692
, 2020-10-21,,,2615048,496.86,479.4,2.641327106
, 2020-10-22,,,1899599,488.51,479.51,0.429678666
, 2020-10-25,,,2337431,488.78,470.13,1.181887089
, 2020-10-26,,,1896459,481.89,473.47,0.254283213
, 2020-10-27,,,2677304,470.97,455.88,2.599298754
, 2020-10-28,,,2125281,464.73,457.28,0.389706523
, 2020-10-29,,,3128709,459.5,442.51,2.448071217
, 2020-11-01,,,2479005,456.185,438.94,1.34368071
, 2020-11-02,,,1758640,457.844,445.67,1.120292211
, 2020-11-03,,,4499341,494.94,474.47,1.945891658
, 2020-11-04,,,2400994,502.53,489.8,0.560818795
, 2020-11-05,,,1956305,498.72,483,0.064652995
, 2020-11-08,,,3625298,499.41,470.76,4.761769999
, 2020-11-09,,,4920340,468.01,446,3.153925266
, 2020-11-10,,,2634159,470.12,457.5,2.019673275
, 2020-11-11,,,2115319,474.933,461.15,2.304166931
, 2020-11-12,,,2966003,470.6,459,0.404321318
, 2020-11-15,,,2522187,469.53,458.2501,0.112937906
, 2020-11-16,,,2407597,469.9099,460,1.362474548
, 2020-11-17,,,2063159,467.9,459.26,1.551284524
, 2020-11-18,,,3132704,471.04,459.26,1.393478261
, 2020-11-19,,,1851107,470,462.36,0.481554734
, 2020-11-22,,,2371433,467,456.17,0.86593
, 2020-11-23,,,2588241,464.49,456.6778,0.279577816
, 2020-11-24,,,2629324,472.525,464.845,0.812798902
, 2020-11-26,,,1815490,482.405,474.86,0.027259384
, 2020-11-29,,,2786955,480.86,469.2,0.31875
, 2020-11-30,,,2533070,482.01,471.6328,0.593348686
, 2020-12-01,,,2107080,481.32,470.12,1.175184477
, 2020-12-02,,,3062675,492.81,481.5,0.429273553
, 2020-12-03,,,2749793,491.3899,484.3601,0.067947372
, 2020-12-06,,,3441683,499.29,487,1.078028747
, 2020-12-07,,,2175673,496.04,486.2001,0.607365577
, 2020-12-08,,,3444321,497,479.26,2.477672721
, 2020-12-09,,,3922009,488.29,470.95,1.420184397
, 2020-12-10,,,3561554,478.89,468.82,0.013698193
, 2020-12-13,,,3945198,488.41,475.5,2.272870629
, 2020-12-14,,,2559319,489.5,480.53,1.310704427
, 2020-12-15,,,2555596,491.5,484.11,1.010309278
, 2020-12-16,,,2178354,496.99,490.63,0.478701826
, 2020-12-17,,,4667387,504.07,493.57,1.073129559
, 2020-12-20,,,2412884,502,491.5,0.068266238
, 2020-12-21,,,1701985,506.92,495.83,1.165823902
, 2020-12-22,,,1428583,505.46,496.59,1.627303862
, 2020-12-23,,,573882,503.01,497.28,0.140235596
, 2020-12-27,,,1515441,506.04,496.815,1.317220783
, 2020-12-28,,,1434200,505.35,499.74,0.188560654
, 2020-12-29,,,1529878,504.37,496.3275,1.113209423
, 2020-12-30,,,1462236,500.66,494.89,0.427719432
, 2021-01-03,,,3612949,500.79,476.28,2.990205876
, 2021-01-04,,,2010099,486.08,479.195,0.039104306
, 2021-01-05,,,4156589,475.8666,466,1.64278133
, 2021-01-06,,,2901232,479.64,468.25,1.430997877
, 2021-01-07,,,2266132,485.54,477.21,1.0625
, 2021-01-10,,,2383254,482.59,471.3,1.607917177
, 2021-01-11,,,2964880,475,464,0.581775258
, 2021-01-12,,,2105915,477.85,469.3,0.01059322
, 2021-01-13,,,3508273,473.55,462.2,1.93476006
, 2021-01-14,,,3200352,467.88,457.49,0.955675676
, 2021-01-18,,,4419205,461.5899,453.34,1.012641759
, 2021-01-19,,,3858988,472.385,458.77,1.512761221
, 2021-01-20,,,2771772,474.69,466.1,0.374261047
, 2021-01-21,,,2532174,476.35,470.61,0.012698413
, 2021-01-24,,,2697405,477.7,463.98,0.225495775
, 2021-01-25,,,2363124,477.22,467.76,0.538281299
, 2021-01-26,,,3581253,473.67,455.07,2.333382874
, 2021-01-27,,,3000726,475.02,459.07,1.437689241
, 2021-01-28,,,3061106,465,455.11,0.735660039
, 2021-01-31,,,2554774,474.8,459.82,1.66998356
, 2021-02-01,,,3022025,487.37,472.55,2.381505331
, 2021-02-02,,,2146948,488.85,479.17,1.06140549
, 2021-02-03,,,2005114,489.88,481.92,1.065714812
, 2021-02-04,,,1675141,495.1,488,0.244439012
, 2021-02-07,,,1721162,497.86,489.21,0.101161332
, 2021-02-08,,,1571477,497.95,492.01,0.212121212
, 2021-02-09,,,1764466,499.9874,490.27,1.302161588
, 2021-02-10,,,1609829,497,491.08,0.422623501
, 2021-02-11,,,1450621,499.36,491.76,0.743194119
, 2021-02-15,,,1846163,506.51,497.595,0.321980681
, 2021-02-16,,,2114019,495.55,485.51,0.843745584
, 2021-02-17,,,1803375,489.8,480,0.421533147
, 2021-02-18,,,2720714,488.65,476.1,1.650381805
, 2021-02-21,,,2505385,472.1,466.66,0.669528992
, 2021-02-22,,,4164345,471.44,450.12,1.470652032
, 2021-02-23,,,3306646,477.35,460.29,2.832855078
, 2021-02-24,,,3252503,476.31,456.01,2.563449622
, 2021-02-25,,,3154846,467.32,456.01,0.677305282
, 2021-02-28,,,2358980,470.5,462.65,0.835337571
, 2021-03-01,,,2211002,473.8016,463.46,1.36143585
, 2021-03-02,,,2808148,464.68,448.09,3.188549717
, 2021-03-03,,,4476442,457.53,437.63,1.655280547
, 2021-03-04,,,4614971,444.95,423.7101,0.910357849
, 2021-03-07,,,3885123,440.99,420.78,4.2204839
, 2021-03-08,,,3926385,442.75,436,0.306047871
, 2021-03-09,,,2747267,448.46,436.82,1.955835368
, 2021-03-10,,,2762233,454.07,447.305,0.652458037
, 2021-03-11,,,2183051,445.89,438.6,0.191678881
, 2021-03-14,,,2508699,447.79,437.77,0.717821782
, 2021-03-15,,,2618819,457.41,449.6701,0.325214044
, 2021-03-16,,,2502732,453.94,441.02,1.250448994
, 2021-03-17,,,2932687,446.86,438.5,0.898095496
, 2021-03-18,,,3923830,444.5,438.14,0.528257207
, 2021-03-21,,,2904311,457.82,444.86,1.697163152
, 2021-03-22,,,5316974,466.88,456.41,0.623155133
, 2021-03-23,,,5214125,465.61,448.34,2.851811736
, 2021-03-24,,,3201472,456.87,445.41,0.593312961
, 2021-03-25,,,3615888,469.77,449.05,4.184342032
, 2021-03-28,,,3142203,472,462.5,0.061829734
, 2021-03-29,,,2436593,469.0925,461.5,0.622595011
, 2021-03-30,,,3155889,482.41,468.7,1.207153502
, 2021-03-31,,,2664694,487.04,480.71,0.045537341
, 2021-04-04,,,2982522,495.51,480.5,1.639479832
, 2021-04-05,,,1878330,495.59,487.57,0.199057524
, 2021-04-06,,,1576981,494.85,487.89,0.087224634
, 2021-04-07,,,2026282,504.6,498.1401,0.063979527
, 2021-04-08,,,1887016,504.44,492.6,1.137708931
, 2021-04-11,,,1584592,506.94,498.44,1.349916882
, 2021-04-12,,,2195707,517.2645,506.78,1.580349216
, 2021-04-13,,,1956447,517.78,509.13,0.655642023
, 2021-04-14,,,2122337,524.59,515.1,1.469932321
, 2021-04-15,,,2031733,525.44,518.55,0.165964022
, 2021-04-18,,,1917732,524,514.4401,1.330453233
, 2021-04-19,,,1677468,517.29,510.6,0.209590716
, 2021-04-20,,,1678305,515.48,509.55,0.520368141
, 2021-04-21,,,2084841,512.77,504.06,0.155487325
, 2021-04-22,,,2257590,517.4973,508.395,1.385640441
, 2021-04-25,,,1387542,516.31,510.25,0.414743852
, 2021-04-26,,,1944013,519.155,511.3455,0.131274131
, 2021-04-27,,,1472191,519.1299,510.015,0.046580234
, 2021-04-28,,,1592562,520.45,510.62,0.389878597
, 2021-04-29,,,1950559,515.05,507.15,1.126174314
, 2021-05-02,,,1458698,511.74,501.121,1.469753606
, 2021-05-03,,,2528948,499.47,484.83,1.755861213
, 2021-05-04,,,1874335,498.625,484.44,1.815650911
, 2021-05-05,,,2537227,485.67,475.92,0.42415632
, 2021-05-06,,,1632407,499.15,485.78,1.465725806
, 2021-05-09,,,1970931,489.04,478.625,1.673708824
, 2021-05-10,,,2293963,486.91,468.5,3.00617795
, 2021-05-11,,,2399059,480.99,469.57,1.068507895
, 2021-05-12,,,1996532,480.46,471.76,0.805422481
, 2021-05-13,,,1857198,488.33,478.69,1.023607333
, 2021-05-16,,,1581037,487.87,478.11,0.880849229
, 2021-05-17,,,1395237,488.32,480.46,0.827435363
, 2021-05-18,,,2047511,480.87,472,1.574986259
, 2021-05-19,,,1991223,495.36,482.61,1.651918624
, 2021-05-20,,,1568115,496.23,487.13,1.238390093
, 2021-05-23,,,1831564,499.99,492.01,0.644913472
, 2021-05-24,,,2322468,505.6021,498.87,1.214380185
, 2021-05-25,,,1695747,509.5,504.63,0.140241373
, 2021-05-26,,,2957310,505,497.45,1.330693069
, 2021-05-27,,,1924999,511.37,504.19,0.296395827
, 2021-05-31,,,2189020,506,492.31,1.710468942
, 2021-06-01,,,1761478,501.8237,493.09,0.119148592
, 2021-06-02,,,1539103,496.755,487.34,0.150284322
, 2021-06-03,,,1644301,506.5,497.72,1.156938624
, 2021-06-06,,,1768754,509.78,502,0.88714628
, 2021-06-07,,,1747779,516.29,508.0701,0.381492713
, 2021-06-08,,,1702714,518.318,512.48,0.134243857
, 2021-06-09,,,3152379,536.41,513.01,4.188797447
, 2021-06-10,,,2871289,541.85,529.75,2.172722983
, 2021-06-13,,,3502621,561.36,543.25,2.185160722
, 2021-06-14,,,2424774,555,547.2304,1.176597777
, 2021-06-15,,,2831696,553.99,535.72,0.935346242
, 2021-06-16,,,3566351,552.72,538.75,2.105594548
, 2021-06-17,,,6762031,570,556.39,0.766929398
, 2021-06-20,,,2625919,570.19,560.3501,0.240286931
, 2021-06-21,,,2370737,576.31,567,1.272636125
, 2021-06-22,,,1616933,579.8,570.705,0.650530286
, 2021-06-23,,,1835008,580.966,574.96,0.409793367
, 2021-06-24,,,2133465,582,577.0552,0.176275404
, 2021-06-27,,,1713970,589.41,581,1.045116782
, 2021-06-28,,,1204806,591.34,583.9,0.676573844
, 2021-06-29,,,1704224,592.2402,585,0.865002116
, 2021-06-30,,,1646412,587.7799,581.35,0.240001371
, 2021-07-01,,,1744955,594.08,587.96,0.747447636
, 2021-07-05,,,1657567,600.66,592.48,0.172856496
, 2021-07-06,,,2022482,607.665,597.4,0.961666667
, 2021-07-07,,,1845317,607.2989,593.33,1.730911289
, 2021-07-08,,,2145199,605.95,597.44,0.510450094
, 2021-07-11,,,1696279,607.4229,596.48,0.95709571
, 2021-07-12,,,1435602,609.33,598.42,0.74097509
, 2021-07-13,,,1377018,611.305,604.01,0.113460716
, 2021-07-14,,,1618283,609.95,602.6501,0.366535174
, 2021-07-15,,,1249738,611.62,603.66,0.428775607
, 2021-07-18,,,2046575,610.69,598.14,0.116134384
, 2021-07-19,,,1675926,612.75,598.48,0.55005864
, 2021-07-20,,,1381019,612.58,603.32,1.079706795
, 2021-07-21,,,1477891,623.95,614.58,1.480685997
, 2021-07-22,,,2030395,631.64,622.0001,0.017578624
, 2021-07-25,,,1389898,625.87,619.725,0.541510462
, 2021-07-26,,,1540250,623.92,610.64,0.437297784
, 2021-07-27,,,1468103,626,617.57,0.011272323
, 2021-07-28,,,1068902,625.67,617.04,0.755218462
, 2021-07-29,,,1403651,622.8,617.29,0.420011954
, 2021-08-01,,,1467043,627.6,612.93,1.137616438
, 2021-08-02,,,1067408,624.7,614,0.169292037
, 2021-08-03,,,1306893,627.08,617.6202,0.515687503
, 2021-08-04,,,1158339,632.47,623,0.81181518
, 2021-08-05,,,1127956,631.84,625.17,0.335309168
, 2021-08-08,,,1119124,634.98,626.925,0.907115185
, 2021-08-09,,,1540139,633.2999,620.6,1.3862454
, 2021-08-10,,,1328509,627.42,621.65,0.363922021
, 2021-08-11,,,1163881,636.64,624.04,1.333865815
, 2021-08-12,,,932829,638.426,632.35,0.444451449
, 2021-08-15,,,1105563,638.02,628.188,0.014128063
, 2021-08-16,,,1346430,637,630.22,0.241929149
, 2021-08-17,,,1386502,637.14,626.05,0.952907712
, 2021-08-18,,,1693879,642.55,623.6334,2.045192677
, 2021-08-19,,,1426000,652,634.53,1.172168042
, 2021-08-22,,,1652444,658.5,645.52,1.701580813
, 2021-08-23,,,866488,660,653.4,0.288254392
, 2021-08-24,,,1048207,661.06,651.64,0.274821214
, 2021-08-25,,,1619386,657.91,649.35,0.18360134
, 2021-08-26,,,1142619,662.61,651.86,0.919512046
, 2021-08-29,,,1341472,667.67,659.7774,0.941620613
, 2021-08-30,,,1877807,667.9,660.46,0.628836652
, 2021-08-31,,,1261172,668.96,662,0.207671818
, 2021-09-01,,,1403452,669.85,661.67,0.773342092
, 2021-09-02,,,1641621,673.88,664.295,0.325090679
, 2021-09-06,,,1395566,668.87,656.55,0.893084588
, 2021-09-07,,,1368043,664.08,657.1,0.465045823
, 2021-09-08,,,1110228,667.46,659.93,0.475302328
, 2021-09-09,,,1204255,668.87,658.2,1.086793359
, 2021-09-12,,,2273416,663.6,640.24,2.698178089
, 2021-09-13,,,2175537,649.58,642.46,0.153250774
, 2021-09-14,,,2030877,663.309,650.975,1.343675985
, 2021-09-15,,,2036363,666.47,654.705,1.152799112
, 2021-09-16,,,3553211,665,652.04,1.316325146
, 2021-09-19,,,2637412,653.93,633.05,0.73448033
, 2021-09-20,,,2449253,650.945,640.3,0.152347708
, 2021-09-21,,,5686874,628.94,615.06,0.206469374
, 2021-09-22,,,2985547,633.815,627.02,0.229056903
, 2021-09-23,,,2809022,629.03,618.22,0.842356688
, 2021-09-26,,,4152187,616.6562,602.73,1.973043196
, 2021-09-27,,,5105480,596.3142,578.33,2.942106695
, 2021-09-28,,,2726816,586.55,576.07,1.323768042
, 2021-09-29,,,2793565,586.1946,573.2358,0.847340865
, 2021-09-30,,,2915254,581.47,568.61,0.008657709
, 2021-10-03,,,3976963,576.8,552.14,2.802014862
, 2021-10-04,,,2337838,570.29,559.21,0.494759802
, 2021-10-05,,,2043151,572.155,560.21,1.616064429
, 2021-10-06,,,2648546,586.145,576.19,0.0864364
, 2021-10-07,,,2078122,583.61,575.52,0.763805264
, 2021-10-10,,,1410612,582.28,571.495,0.248912097
, 2021-10-11,,,1740279,584.22,574.42,0.264712378
, 2021-10-12,,,2144405,593.54,582.655,1.001264395
, 2021-10-13,,,2501675,609.44,596.97,1.251666667
, 2021-10-14,,,1960103,612.25,607.55,0.262141089
, 2021-10-17,,,1905125,623.47,607.57,1.994595922
, 2021-10-18,,,2470024,639.39,625.26,1.728880786
, 2021-10-19,,,1497205,641.29,630.1713,1.080903516
, 2021-10-20,,,1586592,639.17,629,1.053797468
, 2021-10-21,,,1786582,644.43,634.45,0.491857034
, 2021-10-24,,,1629369,649.62,639.0652,0.387915652
, 2021-10-25,,,2153959,659.19,642.1,1.292037302
, 2021-10-26,,,1630177,648.8053,639.81,0.682720953
, 2021-10-27,,,2085002,642.49,633.27,0.200626959
, 2021-10-28,,,1927887,651.31,637,1.974065886
, 2021-10-31,,,2215757,654,634.78,1.666538668
, 2021-11-01,,,1769966,647.7436,639.23,0.112303469
, 2021-11-02,,,1970703,656.5,640,1.496467964
, 2021-11-03,,,2480616,676.08,657.75,2.22006551
, 2021-11-04,,,2517646,677.76,661.11,2.071696663
, 2021-11-07,,,1497363,668.25,661.4,0.081012962
