Ticker,city,state,country,latitude,longitude
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
ALGN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
AMZN,,,,,
